id,number,type,price
53633,167996,standard,1071
53634,92546,luxe,12820
53635,178554,luxe,8033
53636,863761,econom,10331
53637,327217,luxe,6317
53638,570636,luxe,3366
53639,433405,luxe,17183
53640,145562,econom,1695
53641,863769,standard,18066
53642,90979,econom,2272
53643,911672,econom,4730
53644,884583,luxe,3808
53645,702844,econom,18890
53646,131005,econom,4081
53647,304106,standard,10308
53648,497554,standard,1100
53649,981280,standard,5708
53650,764461,econom,6690
53651,374617,standard,11367
53652,32705,econom,16291
53653,175612,luxe,5957
53654,736976,luxe,3763
53655,578566,luxe,1317
53656,199583,standard,7159
53657,898961,standard,12059
53658,890587,econom,13799
53659,141665,standard,4397
53660,229049,econom,17114
53661,832595,luxe,17032
53662,889390,econom,11978
53663,748798,econom,10713
53664,164019,luxe,10640
53665,191708,standard,6007
53666,544805,standard,11877
53667,51546,standard,3699
53668,600212,standard,18595
53669,228864,econom,18044
53670,844883,econom,9803
53671,892816,standard,14311
53672,559185,standard,14916
53673,449757,econom,1367
53674,28388,standard,19271
53675,512896,luxe,3497
53676,848798,luxe,2822
53677,302831,econom,13038
53678,450465,standard,18418
53679,599681,luxe,3174
53680,219268,econom,1226
53681,664315,econom,15737
53682,101171,luxe,12612
53683,356571,standard,16632
53684,839136,econom,19949
53685,935295,standard,4562
53686,155370,econom,19364
53687,975757,econom,14016
53688,492323,luxe,12039
53689,258584,luxe,14577
53690,752777,standard,14862
53691,229508,luxe,8620
53692,408291,econom,6179
53693,322497,standard,19460
53694,816842,econom,9828
53695,56841,luxe,7909
53696,670256,standard,5259
53697,774908,standard,11559
53698,636553,standard,16519
53699,830485,standard,8591
53700,963759,econom,1218
53701,807247,econom,3620
53702,668889,luxe,8248
53703,508719,econom,2626
53704,784592,standard,11646
53705,919880,standard,11397
53706,812445,econom,10465
53707,521590,econom,19397
53708,804958,luxe,12641
53709,734388,luxe,14193
53710,116623,luxe,2342
53711,22960,standard,14033
53712,254018,standard,18828
53713,958115,standard,16488
53714,378964,econom,15806
53715,751650,luxe,17493
53716,673539,econom,16164
53717,187264,luxe,13722
53718,603953,luxe,7256
53719,767901,econom,11658
53720,478254,luxe,10874
53721,284078,standard,8626
53722,204364,econom,18532
53723,337073,econom,17252
53724,462562,luxe,15219
53725,845154,luxe,6110
53726,552348,luxe,14272
53727,77435,luxe,6061
53728,258800,standard,4216
53729,993425,econom,5377
53730,972842,econom,18776
53731,65923,luxe,9895
53732,877656,standard,17139
53733,25480,luxe,9800
53734,55247,standard,1257
53735,595390,standard,5514
53736,110613,standard,10168
53737,194412,econom,8765
53738,171052,standard,10070
53739,192874,econom,3875
53740,668825,econom,10833
53741,913287,standard,16381
53742,404200,standard,19488
53743,339908,econom,16108
53744,137161,luxe,13830
53745,624773,econom,10628
53746,243129,luxe,7356
53747,857931,luxe,4646
53748,590013,luxe,2049
53749,490354,standard,13843
53750,220299,standard,13718
53751,498894,econom,10624
53752,954884,econom,1749
53753,267571,luxe,11210
53754,148044,standard,5746
53755,804491,econom,4775
53756,456577,econom,1419
53757,482929,luxe,17225
53758,198255,standard,15387
53759,415293,luxe,13996
53760,336352,econom,16681
53761,854120,luxe,16232
53762,606534,standard,16166
53763,194353,standard,7758
53764,454433,econom,6330
53765,568198,econom,11645
53766,475881,standard,9256
53767,220600,luxe,6681
53768,103721,standard,10869
53769,42381,econom,5543
53770,559481,luxe,2899
53771,396447,luxe,6962
53772,203138,luxe,19486
53773,676403,luxe,4529
53774,746408,econom,9845
53775,151554,luxe,15685
53776,974472,standard,6029
53777,914869,standard,3069
53778,802106,econom,19613
53779,601384,standard,19783
53780,594000,luxe,11409
53781,237479,luxe,14307
53782,198845,econom,1404
53783,501666,luxe,14220
53784,225238,luxe,1219
53785,723521,econom,9586
53786,409044,econom,6991
53787,932968,econom,7305
53788,763742,econom,11679
53789,677416,econom,1240
53790,666099,luxe,1433
53791,326565,standard,12492
53792,897111,standard,17330
53793,725517,econom,11536
53794,932819,standard,14775
53795,430082,standard,16964
53796,552596,standard,1576
53797,747662,econom,18568
53798,708218,econom,16392
53799,916251,luxe,16416
53800,119836,luxe,3446
53801,453488,luxe,19363
53802,591859,econom,17203
53803,637382,standard,9517
53804,877395,standard,2328
53805,688089,luxe,6631
53806,866615,econom,8696
53807,667195,luxe,12392
53808,905820,econom,12741
53809,436396,standard,1510
53810,431312,standard,4330
53811,894954,luxe,8076
53812,217422,luxe,15750
53813,441272,econom,19661
53814,845260,econom,17562
53815,347833,econom,16983
53816,312930,econom,10335
53817,457942,econom,14947
53818,89375,econom,1682
53819,314146,luxe,13164
53820,825841,luxe,2106
53821,494670,luxe,3588
53822,378609,luxe,14436
53823,939517,luxe,12144
53824,720770,luxe,19899
53825,398917,econom,14910
53826,609138,econom,16654
53827,61245,luxe,14769
53828,702942,luxe,13680
53829,656427,luxe,4365
53830,33199,econom,13692
53831,348598,luxe,19017
53832,772543,standard,16378
53833,594163,standard,9866
53834,615984,luxe,10810
53835,207612,standard,18410
53836,567988,luxe,14628
53837,762981,econom,15945
53838,159192,luxe,10307
53839,481958,luxe,5790
53840,541531,luxe,17041
53841,476466,luxe,15096
53842,236681,luxe,10146
53843,804434,luxe,4435
53844,113312,standard,6551
53845,347207,standard,10312
53846,367929,luxe,8073
53847,249394,luxe,19569
53848,495337,econom,4084
53849,773041,standard,13065
53850,836341,luxe,13190
53851,908448,luxe,9455
53852,173095,standard,7684
53853,74970,econom,11732
53854,897238,econom,6460
53855,104907,standard,16197
53856,665742,luxe,9492
53857,188688,luxe,5866
53858,48005,econom,14304
53859,773584,standard,7770
53860,37615,standard,16547
53861,250275,luxe,11632
53862,22207,standard,7700
53863,950521,econom,8645
53864,252957,econom,8749
53865,237127,luxe,19869
53866,65890,luxe,9547
53867,668759,econom,8214
53868,53874,econom,11001
53869,252975,econom,19910
53870,562590,standard,13672
53871,791078,luxe,17740
53872,69895,luxe,11095
53873,373799,luxe,4524
53874,18671,econom,17969
53875,801897,econom,10397
53876,176496,standard,2794
53877,813894,standard,15261
53878,382495,standard,4356
53879,874057,standard,11566
53880,760007,standard,7841
53881,418638,econom,4213
53882,267197,econom,11834
53883,408424,standard,1130
53884,704008,standard,8880
53885,274448,standard,19743
53886,780132,standard,14779
53887,675206,econom,4154
53888,184211,econom,13708
53889,576078,luxe,17365
53890,273598,standard,14337
53891,653528,econom,16968
53892,689960,standard,11472
53893,227958,standard,11305
53894,285540,econom,4870
53895,563583,econom,7260
53896,364595,econom,19834
53897,983181,standard,4238
53898,840424,econom,5647
53899,354929,luxe,6164
53900,631093,luxe,14795
53901,15132,standard,6900
53902,903004,econom,16375
53903,48494,econom,19054
53904,191531,luxe,16416
53905,129066,standard,11485
53906,933405,econom,14165
53907,180316,standard,9747
53908,481145,econom,4580
53909,384686,standard,16902
53910,286709,luxe,14908
53911,857341,standard,10437
53912,632861,econom,17733
53913,189099,standard,11150
53914,639714,standard,1290
53915,204193,standard,14860
53916,175745,econom,2121
53917,386746,standard,3670
53918,466671,econom,15710
53919,591818,econom,16292
53920,975282,luxe,13778
53921,388344,luxe,4757
53922,728148,luxe,19434
53923,84726,standard,14215
53924,856325,econom,13450
53925,709004,econom,2125
53926,218869,standard,14098
53927,520288,luxe,14008
53928,492175,standard,4322
53929,820575,standard,2987
53930,829284,econom,7623
53931,386396,econom,3778
53932,524646,luxe,13253
53933,299065,econom,19975
53934,501951,standard,17573
53935,592613,luxe,6393
53936,728106,luxe,2884
53937,817733,standard,4186
53938,728132,standard,14475
53939,917666,standard,14348
53940,306859,luxe,13996
53941,738304,luxe,13281
53942,404227,standard,3911
53943,191631,standard,4342
53944,838436,standard,3477
53945,39532,standard,15983
53946,602918,luxe,16646
53947,445883,econom,13795
53948,873779,standard,7008
53949,163733,standard,4021
53950,590981,econom,16418
53951,483950,luxe,16574
53952,495188,standard,17440
53953,440525,econom,10715
53954,681640,luxe,2118
53955,837287,econom,15642
53956,88334,luxe,1097
53957,769188,luxe,2938
53958,847817,luxe,10140
53959,922249,luxe,15425
53960,832978,standard,15914
53961,693689,econom,3388
53962,584393,econom,15322
53963,768495,econom,11693
53964,496441,econom,2746
53965,197955,econom,12697
53966,261054,standard,17243
53967,506703,standard,9389
53968,32924,standard,3909
53969,229526,luxe,8329
53970,305038,luxe,2768
53971,591743,econom,11692
53972,958379,standard,19095
53973,463377,luxe,2266
53974,275678,luxe,14477
53975,457250,econom,4262
53976,431042,luxe,3624
53977,186539,luxe,16689
53978,696166,standard,2489
53979,169776,luxe,9637
53980,861982,econom,5844
53981,230600,standard,13854
53982,395625,standard,3172
53983,53241,econom,3524
53984,239131,standard,18203
53985,450483,econom,1752
53986,119942,econom,10943
53987,348968,standard,4785
53988,655890,luxe,19457
53989,104877,luxe,15245
53990,686708,econom,6699
53991,354777,luxe,1750
53992,475587,standard,5625
53993,400952,luxe,15350
53994,332100,standard,16381
53995,694624,standard,13611
53996,911307,econom,9153
53997,349000,luxe,11799
53998,776541,standard,6843
53999,750543,standard,13741
54000,244584,luxe,7180
54001,832180,standard,9538
54002,18203,luxe,18789
54003,823271,luxe,12887
54004,931313,econom,10167
54005,345254,econom,12048
54006,413064,econom,15282
54007,172235,luxe,9464
54008,706138,luxe,4019
54009,477585,standard,17302
54010,8260,luxe,8775
54011,297844,econom,1451
54012,167066,luxe,4125
54013,479446,luxe,2163
54014,50115,luxe,10846
54015,837378,luxe,11738
54016,417231,standard,7481
54017,369094,econom,3588
54018,139453,standard,2926
54019,539334,luxe,12103
54020,522009,luxe,4555
54021,906072,luxe,1902
54022,278405,standard,15860
54023,88364,luxe,3468
54024,580513,luxe,6069
54025,45428,standard,10815
54026,526227,standard,16294
54027,726009,econom,14350
54028,841014,econom,3058
54029,741808,standard,2259
54030,975338,econom,15162
54031,882901,standard,9903
54032,550610,standard,11246
54033,836614,econom,15930
54034,680989,econom,18674
54035,839129,luxe,14952
54036,17608,standard,12280
54037,626677,econom,12424
54038,546521,standard,13792
54039,716420,standard,12544
54040,967844,luxe,2431
54041,784098,standard,16309
54042,88938,standard,8999
54043,101084,standard,5571
54044,889293,econom,19611
54045,868837,luxe,17300
54046,248025,econom,12419
54047,793215,econom,16565
54048,462771,econom,3047
54049,326150,econom,1521
54050,116663,standard,17520
54051,86309,luxe,18587
54052,230229,luxe,9367
54053,134513,standard,1381
54054,215078,econom,9386
54055,136990,luxe,10290
54056,652194,luxe,9698
54057,106407,standard,10068
54058,714927,standard,7772
54059,463427,luxe,7600
54060,142350,luxe,2811
54061,995720,econom,15725
54062,777128,econom,3398
54063,643333,econom,3396
54064,320197,luxe,18973
54065,22543,luxe,9560
54066,896468,standard,14080
54067,735009,luxe,12606
54068,327131,econom,1114
54069,256059,luxe,3275
54070,477455,standard,8473
54071,24999,standard,19605
54072,491524,standard,10927
54073,920281,luxe,16535
54074,257118,standard,16096
54075,927811,econom,9688
54076,412530,econom,17692
54077,445802,standard,17651
54078,983750,econom,14064
54079,997158,econom,13447
54080,423081,econom,12155
54081,577824,luxe,7683
54082,740862,standard,5504
54083,160272,luxe,17078
54084,752218,luxe,17392
54085,999679,standard,6359
54086,992643,econom,15542
54087,325124,econom,15293
54088,180095,luxe,12090
54089,738064,luxe,5240
54090,162807,standard,12104
54091,973896,standard,8169
54092,511029,luxe,10153
54093,955303,luxe,13912
54094,829703,econom,9433
54095,159899,econom,15596
54096,247204,luxe,13940
54097,916629,standard,13815
54098,726809,luxe,6408
54099,524780,econom,9628
54100,916884,standard,5592
54101,896183,econom,3160
54102,636945,luxe,1776
54103,744945,luxe,14825
54104,728862,standard,4810
54105,124937,luxe,8216
54106,630105,standard,11218
54107,148839,econom,18129
54108,710060,standard,11302
54109,545499,standard,7397
54110,322431,econom,15465
54111,891140,econom,18018
54112,192411,econom,18759
54113,916265,luxe,17051
54114,719663,standard,9765
54115,619154,luxe,7907
54116,351598,luxe,11749
54117,972553,luxe,4671
54118,142747,econom,6038
54119,453153,econom,8572
54120,66947,econom,13290
54121,304108,standard,17077
54122,889065,standard,13933
54123,707690,standard,17052
54124,33455,luxe,7605
54125,793963,standard,9445
54126,763370,luxe,7716
54127,759320,standard,6248
54128,940365,luxe,7385
54129,340273,luxe,11091
54130,854408,standard,8058
54131,865087,econom,15747
54132,696937,standard,1202
54133,718088,luxe,3953
54134,960745,luxe,2363
54135,728802,econom,13613
54136,613827,standard,8183
54137,447587,econom,1290
54138,514210,standard,7527
54139,844546,luxe,13538
54140,510783,luxe,11783
54141,437339,econom,5608
54142,150886,standard,17339
54143,124894,luxe,4307
54144,701874,econom,9400
54145,351387,econom,13467
54146,569934,econom,5328
54147,305269,luxe,6619
54148,229565,standard,10518
54149,459230,standard,5113
54150,358904,econom,12611
54151,951398,econom,7130
54152,642148,econom,8332
54153,292460,luxe,8912
54154,36771,standard,19932
54155,8685,luxe,14323
54156,591233,econom,3555
54157,658457,econom,13448
54158,194905,econom,9583
54159,265512,luxe,7197
54160,567217,luxe,13839
54161,898131,standard,18829
54162,151968,luxe,10999
54163,727466,standard,9302
54164,103747,econom,13416
54165,562019,luxe,18677
54166,371841,econom,14639
54167,67275,econom,17343
54168,266115,econom,13933
54169,501698,standard,10486
54170,36101,econom,6699
54171,453643,standard,6458
54172,897147,econom,3147
54173,557696,econom,14120
54174,563957,standard,1935
54175,262256,standard,17408
54176,433239,econom,19846
54177,658155,econom,19724
54178,457392,standard,8596
54179,745929,econom,17873
54180,100628,luxe,3007
54181,695626,standard,17106
54182,856611,standard,19852
54183,737768,econom,1748
54184,74097,luxe,5528
54185,563259,econom,10323
54186,949943,luxe,11375
54187,510979,econom,12427
54188,434900,standard,19485
54189,9161,luxe,15045
54190,700370,econom,17439
54191,982580,standard,4855
54192,743022,standard,17902
54193,630718,standard,7052
54194,581288,standard,7917
54195,985320,econom,6477
54196,876627,standard,5713
54197,88156,luxe,8598
54198,309961,standard,10565
54199,290509,econom,2650
54200,605534,standard,13634
54201,528826,econom,5194
54202,702842,luxe,9745
54203,474641,standard,9337
54204,268113,luxe,1710
54205,356741,econom,17226
54206,644840,econom,8504
54207,886832,standard,10523
54208,110242,econom,18376
54209,747576,luxe,18047
54210,924031,econom,17599
54211,135438,luxe,12703
54212,450760,standard,13259
54213,483315,standard,13485
54214,362499,standard,4101
54215,847039,econom,7940
54216,735977,econom,19887
54217,708174,luxe,4788
54218,910842,econom,2248
54219,735439,econom,11940
54220,936491,standard,5171
54221,881168,luxe,1039
54222,342626,standard,1305
54223,367185,luxe,14671
54224,263573,standard,7446
54225,60013,standard,4642
54226,7010,standard,7990
54227,230743,standard,14914
54228,463325,standard,4520
54229,858434,luxe,19271
54230,503478,standard,6161
54231,849863,standard,19498
54232,119470,econom,17758
54233,439035,standard,10727
54234,388546,standard,4117
54235,171234,luxe,15014
54236,636900,standard,19150
54237,191389,econom,7130
54238,526932,standard,1375
54239,261379,luxe,7033
54240,782762,econom,14206
54241,469992,econom,3529
54242,314779,econom,14097
54243,408780,econom,14095
54244,621592,standard,10485
54245,571525,econom,19287
54246,718225,standard,11512
54247,798876,luxe,5792
54248,713326,econom,12054
54249,794983,standard,15876
54250,734122,econom,4136
54251,405206,luxe,17347
54252,183698,standard,3091
54253,863113,econom,9481
54254,372858,luxe,16144
54255,317533,luxe,5949
54256,306103,luxe,6770
54257,21946,luxe,15630
54258,416646,luxe,6216
54259,491605,standard,10598
54260,454678,luxe,11787
54261,571143,luxe,18165
54262,578075,luxe,2782
54263,952306,econom,19757
54264,620759,standard,8126
54265,798910,econom,12158
54266,961130,luxe,13846
54267,900755,luxe,1777
